  0.01	4	0	C	1313211	          Lentisphaeria
  0.01	4	0	O	278082	            Victivallales
  0.01	4	0	O1	1674876	              unclassified Victivallales
  0.01	4	4	S	2094242	                Victivallales bacterium CCUG 44730
  0.01	3	0	P	32066	      Fusobacteria
  0.01	3	0	C	203490	        Fusobacteriia
  0.01	3	0	O	203491	          Fusobacteriales
  0.01	3	0	F	203492	            Fusobacteriaceae
  0.01	3	0	G	848	              Fusobacterium
  0.00	2	2	S	860	                Fusobacterium periodonticum
  0.00	1	0	S	851	                Fusobacterium nucleatum
  0.00	1	1	S1	76859	                  Fusobacterium nucleatum subsp. animalis
  0.01	3	0	P	200918	      Thermotogae
  0.01	3	0	C	188708	        Thermotogae
  0.00	2	0	O	2419	          Thermotogales
  0.00	2	0	F	1643950	            Fervidobacteriaceae
  0.00	1	0	G	2420	              Thermosipho
  0.00	1	0	S	2421	                Thermosipho africanus
  0.00	1	1	S1	484019	                  Thermosipho africanus TCF52B
  0.00	1	1	G	2422	              Fervidobacterium
  0.00	1	0	O	1643946	          Kosmotogales
  0.00	1	0	F	1643948	            Kosmotogaceae
  0.00	1	0	G	1184396	              Mesotoga
  0.00	1	0	S	1184387	                Mesotoga prima
  0.00	1	1	S1	660470	                  Mesotoga prima MesG1.Ag.4.2
  0.00	1	0	P	40117	      Nitrospirae
  0.00	1	0	C	203693	        Nitrospira
  0.00	1	0	O	189778	          Nitrospirales
  0.00	1	0	F	189779	            Nitrospiraceae
  0.00	1	0	G	179	              Leptospirillum
  0.00	1	0	G1	655606	                Leptospirillum sp. Group I
  0.00	1	0	S	180	                  Leptospirillum ferrooxidans
  0.00	1	1	S1	1162668	                    Leptospirillum ferrooxidans C2-3
  0.00	1	0	P	200930	      Deferribacteres
  0.00	1	0	C	68337	        Deferribacteres
  0.00	1	0	O	191393	          Deferribacterales
  0.00	1	0	F	191394	            Deferribacteraceae
  0.00	1	0	G	53572	              Deferribacter
  0.00	1	0	S	197162	                Deferribacter desulfuricans
  0.00	1	1	S1	639282	                  Deferribacter desulfuricans SSM1
  9.31	4324	0	D	2759	    Eukaryota
  9.31	4324	0	D1	33154	      Opisthokonta
  9.31	4324	0	K	33208	        Metazoa
  9.31	4324	0	K1	6072	          Eumetazoa
  9.31	4324	0	K2	33213	            Bilateria
  9.31	4324	0	K3	33511	              Deuterostomia
  9.31	4324	0	P	7711	                Chordata
  9.31	4324	0	P1	89593	                  Craniata
  9.31	4324	0	P2	7742	                    Vertebrata
  9.31	4324	0	P3	7776	                      Gnathostomata
  9.31	4324	0	P4	117570	                        Teleostomi
  9.31	4324	0	P5	117571	                          Euteleostomi
  9.31	4324	0	P6	8287	                            Sarcopterygii
  9.31	4324	0	P7	1338369	                              Dipnotetrapodomorpha
  9.31	4324	0	P8	32523	                                Tetrapoda
  9.31	4324	0	P9	32524	                                  Amniota
  9.31	4324	0	C	40674	                                    Mammalia
  9.31	4324	0	C1	32525	                                      Theria
  9.31	4324	0	C2	9347	                                        Eutheria
  9.31	4324	0	C3	1437010	                                          Boreoeutheria
  9.31	4324	0	C4	314146	                                            Euarchontoglires
  9.31	4324	0	O	9443	                                              Primates
  9.31	4324	0	O1	376913	                                                Haplorrhini
  9.31	4324	0	O2	314293	                                                  Simiiformes
  9.31	4324	0	O3	9526	                                                    Catarrhini
  9.31	4324	0	O4	314295	                                                      Hominoidea
  9.31	4324	0	F	9604	                                                        Hominidae
  9.31	4324	0	F1	207598	                                                          Homininae
  9.31	4324	0	G	9605	                                                            Homo
  9.31	4324	4324	S	9606	                                                              Homo sapiens
  0.00	1	0	D	2157	    Archaea
  0.00	1	0	P	28890	      Euryarchaeota
  0.00	1	0	P1	2283794	        Methanomada group
  0.00	1	0	C	183925	          Methanobacteria
  0.00	1	0	O	2158	            Methanobacteriales
  0.00	1	0	F	2159	              Methanobacteriaceae
  0.00	1	0	G	2172	                Methanobrevibacter
  0.00	1	1	S	224719	                  Methanobrevibacter sp. AbM4
  4.93	2289	0	D	10239	  Viruses
  4.93	2288	0	D1	29258	    ssDNA viruses
  4.93	2288	0	F	10780	      Parvoviridae
  4.93	2288	43	F1	40119	        Parvovirinae
  4.79	2223	0	G	1511911	          Tetraparvovirus
  4.79	2223	1569	S	1511916	            Ungulate tetraparvovirus 3
  1.41	654	0	S1	1511923	              Porcine Cnvirus
  1.41	654	654	S2	754189	                Parvovirus YX-2010/CHN
  0.05	22	0	G	1506574	          Protoparvovirus
  0.05	22	0	G1	1506575	            unclassified Protoparvovirus
  0.05	22	22	S	1126383	              Porcine parvovirus 2
  0.00	1	0	D1	439488	    ssRNA viruses
  0.00	1	0	D2	35278	      ssRNA positive-strand viruses, no DNA stage
  0.00	1	0	F	39729	        Potyviridae
  0.00	1	0	G	12195	          Potyvirus
  0.00	1	1	S	32620	            Iris severe mosaic virus
